Aff,Neg,Judging,Win,Points/Ranks
"CSU - Northridge TG																				Tarasyuk & Gavadian","Arizona State BS																				Barney & Silber","Levin, Quinten",Neg,"28.5																					Tarasyuk																													28.4																					Gavadian																													28.6																					Barney																													28.7																					Silber"
"Weber State BT																				Baker & Thiede","Southwestern AS																				Aw & Sanchez","Steele, Orion",Aff,"28.7																					Baker																													28.6																					Thiede																													28.1																					Aw																													28																					Sanchez"
"Fullerton KS																				Kejejyan & Sutka","Weber State MM																				McPherson & Mounarath","Barquin, Joseph",Neg,"28.8																					Kejejyan																													28.6																					Sutka																													28.7																					McPherson																													29																					Mounarath"
