Aff,Neg,Judging,Win
"Kansas KR																				Katz & Robinson","UNLV GH																				Gomez & Horn","Bolman, Brad																													Cram, Travis																													Hiland, Al","Neg																																																									Aff																																																		Aff"
"Emory SY																				Shaikh & Yamout","Harvard MS																				Midha & Sanjeev","Chase, Allie																													Gliniecki, Tom																													Kelley, Brandon																													Kennedy, Sean																													Manchester, Jack","Neg																																																		Neg																																																		Neg																																																		Neg																																																		Neg"
