Aff,Neg,Judging,Win
"Boston College MJ																				Moyer & Jean-Noel","NYU PM																				Pisupati & Mapara","Brown, Isaac																													Patrice, Joe																													Revelins, Armands","Aff																																																																							Neg																													Aff"
