Aff,Neg,Judging,Win,Points/Ranks
"Wilkes KW																				Krutsick & Whitney","Monmouth AD																				Allsopp & Diaz","Wimberly, Rob",Aff,"28																					Krutsick																													28.4																					Whitney																													27.8																					Allsopp																													28.2																					Diaz"
"George Mason KZ																				Keckley & Zafar","NYU CM																				Choi & Mason","Madaya, Alexandra",Neg,"28.5																					Keckley																													28.4																					Zafar																													28.6																					Choi																													29																					Mason"
"George Mason TB																				Turpen & Biggs","Binghamton MC																				Memon & Cohen","Doud, Danielle",Aff,"28.1																					Turpen																													28.8																					Biggs																													28.3																					Memon																													28.9																					Cohen"
"George Mason AW																				Ahmed & Wiseman","NYU BZ																				Bu & Zheng","Astacio, Carlos",Aff,"28.3																					Ahmed																													28.4																					Wiseman																													28.1																					Bu																													28.2																					Zheng"
"George Mason LB																				Ludwig & Beck","Liberty OT																				Omala & Thomas","Hagen, Cecilia",Neg,"27.6																					Ludwig																													27.8																					Beck																													27.9																					Omala																													27.7																					Thomas"
"Cornell MT																				Ma & Tilmes","Rutgers-Newark AR																				Asafu-Adjaye & Ross","Brown, Isaac",Aff,"28.7																					Ma																													29.3																					Tilmes																													28.5																					Asafu-Adjaye																													28.6																					Ross"
"George Mason LK																				Lauer & Kazangian","Cornell KS																				Kelly & Safer","Ayaz, Abdullah",Neg,"28.3																					Lauer																													28.4																					Kazangian																													28.5																					Kelly																													28.2																					Safer"
"NYU SI																				Iyer & Samuel","NewSchool LK																				Lam & Koelemeyer","Massa, Andre",Aff,"28.4																					Samuel																													28.3																					Iyer																													28.6																					Lam																													28.1																					Koelemeyer"
"Cornell BS																				Balasu & Shi","Monmouth HR																				Harpe & Rashid","Kaye, Rich",Aff,"28.4																					Balasu																													28.3																					Shi																													27.6																					Harpe																													27.7																					Rashid"
"Cornell CD																				Chang & Dahms","Binghamton PD																				Diaz & Pan","Johnson, Willie",Neg,"28.2																					Chang																													28																					Dahms																													29																					Pan																													28.4																					Diaz"
"NYU ZW																				Zheng & Wang","Rutgers-Newark QM																				Quiroz & Monclut","McIntyre, Alando",Neg,"29.1																					Zheng																													29.3																					Wang																													29.4																					Quiroz																													29.2																					Monclut"
