Aff,Neg,Judging,Win,Points/Ranks,Ranks
"Weber State EP																				Elizarraraz & Phan","San Francisco State BB																				Bantum & Baker","Barquin, Joseph",Neg,"4											27.9																					Elizarraraz																																								 3											28																					Phan																																								 1											28.3																					Bantum																																								 2											28.1																					Baker",
"Weber State LM																				Lovell & Mounarath","Southwestern SC																				Salido & Castillo","Dhillon, Kiran",Aff,"1											29.2																					Lovell																																								 2											29.1																					Mounarath																																								 4											28.3																					Salido																																								 3											29																					Castillo",
"Weber State AM																				Astel & Morales","Johnson County Community VG																				Vaughan & Gulley","Shaheed, Aliyah",Aff,"2											29																					Astel																																								 1											29.1																					Morales																																								 4											28.5																					Vaughan																																								 3											28.6																					Gulley",
"Oklahoma NV																				Nollert & VanHeteren","CSU Northridge GZ																				Guzman & Zesati","Guevara, Omar",Aff,"2											28.5																					Nollert																																								 1											28.6																					VanHeteren																																								 3											28.3																					Guzman																																								 4											28.2																					Zesati",
"Weber State DM																				Doren & Medina","Arizona State MS																				Magel & Stoffer","Stout, Daniel",Neg,"2											27.6																					Doren																																								 3											27.5																					Medina																																								 4											27.4																					Magel																																								 1											28																					Stoffer",
