Aff,Neg,Judging,Win
"Rutgers-Newark NM																				Nave & Murphy","Missouri - Kansas City AT																				Aaron & Thomas","Brown, Whitney																													Carroll, Darrian																													Glass, Robert																													Regnier, Jason																													Schauer, Courtney																													Spring, Sarah																													Vitolo-Haddad, Vitolo-Haddad																													Williams, Brittany																													Yim, Andrew","Aff																																																		Aff																																																		Aff																																																																							Neg																													Aff																																																		Aff																																																		Aff																																																		Aff																																																		Aff"
