Aff,Neg,Judging,Win
"NYU BS																				Booth & Sherman","NYU JL																				Johnwell & Lloyd",BYE,
"Liberty GK																				Green & Kathol","Rochester GA																				Gardner & Abubakare","Fowle, John																													Leeson-Schatz, Joe																													Pavlov, Vladimir","Neg																													Aff																																																		Aff"
