Aff,Neg,Judging,Win
"Emory FL																				Forman & Lowe","George Mason BO																				Brown & Oliver","Hall, Sherry																													Herndon, Scott																													Struth, Matt","Aff																																																		Aff																																																		Aff"
"Emory KG																				Karthikeyan & Gazmararian","Harvard HS																				Herman & Sanjeev","Buntin, Jeff																													Hall, Michael																													Poapst, Jackie","Neg																																																		Neg																																																		Neg"
