Aff,Neg,Judging,Win
"Arizona State CR																				Chowdhury & Ram","Arizona State RV																				Redman & Vinson",BYE,
"Fresno State MS																				Martinez & Sansom","Arizona State FG																				Ferdowsian & Green","Albiniak, Teddy																													Rajan, Romin																													Salcedo, Joel","Neg																																																		Neg																																																		Neg"
