Aff,Neg,Judging,Win
"Georgetown LK																				Louvis & Knez","UC Berkeley MS																				Muppalla & Spurlock","Garrett, Lincoln																													Grasse, Donald																													Green, Justin","Neg																																																									Aff																																																		Aff"
