Aff,Neg,Judging,Win
"UC Berkeley FG																				Fleming & Gray","Nevada Las Vegas GH																				Gomez & Horn","Leeson-Schatz, Joe																													Rubaie, Brian																													Thomas, Michelle","Aff																																																																							Neg																																																		Neg"
"Iowa NO																				Namakula & Oberto-Besso","UC Berkeley OP																				Obuchi & Park","Carroll, Darrian																													Lepp, Nick																													Sauceda, Hope","Neg																																																		Neg																																																									Aff"
