Aff,Neg,Judging,Win
"Wichita State SO																				Saunders & O'Donnell","Central Oklahoma HS																				Hilligoss & Stidham","McCullough, Hunter																													McFarland, Hunter																													Nagel, Jeff","Aff																																																																							Neg																																																		Neg"
