Aff,Neg,Judging,Win,Points/Ranks
"Cornell CD																				Chang & Dahms","NYU BZ																				Bu & Zheng","Ayaz, Abdullah																													Kozak, Christopher																													Younas, Saliha","Neg																																																		Neg																																																									Aff"
