Aff,Neg,Judging,Win
"Kansas HR																				Hampton & Robinson","Towson TW																				Thomas & Whitley","Evans, Rashad																													Baez, Kristiana																													Bato, Christian																													Brown, Whitney																													Copenhaver, Roger																													Green, LaToya																													Lundeen, Sarah																													Scott, Will																													Stevenson, James","Neg																																																		Neg																																																									Aff																																											Neg																																																		Neg																																																									Aff																																											Neg																																																									Aff																																											Neg"
