Aff,Neg,Judging,Win
"Johnson County Community NS																				Niermann & Swanson","Emporia State KM																				Keil & Monteith","Taylor, James																													Godbey, Samantha																													Moore, Matthew","Neg																																																		Neg																																																									Aff"
