Aff,Neg,Judging,Win
"Wake Forest AD																				Athanasopoulos & Dean","Georgetown BK																				Bernstein & Knez","Bankey, Brendon																													Hirn, Kevin																													Klarman, Brian																													Reichle, Matt																													Starks, LaTonya","Neg																																																		Neg																													Aff																																																		Aff																																																																							Neg"
"Kansas KR																				Katz & Robinson","Wake Forest EF																				Edwards & Fernandez","Allsup, Andrew																													Brough, Taylor																													Cherry, Kaine																													Joseph, Anthony																													Yahom, Jefferson","Aff																																																		Aff																																																		Aff																																																		Aff																																																		Aff"
"Georgia RS																				Rice & Stupek","Harvard MS																				Midha & Sanjeev","Arnett, David																													Buntin, Jeff																													Harrigan, Casey																													Justice, Jacob																													Repko, William","Neg																																																									Aff																																											Neg																																																		Neg																																																		Neg"
"Kentucky BT																				Bannister & Trufanov","Wake Forest MR																				Mitchell & Reddy","Harris, Scott																													Herman, David																													Lepp, Nick																													McBride, Brian																													Morgan, Will","Neg																													Aff																																																		Aff																																																		Aff																																																		Aff"
"Northwestern JW																				Jankovsky & Weideman","Georgia AR																				Agrawal & Ramanan","Herndon, James																													Lastovica, Kyle																													Roark, Collin																													Strauss, David																													Thur, Tyler","Neg																																																		Neg																																																		Neg																																																		Neg																																																		Neg"
"Kentucky AN																				Adam & Noparstak","Oklahoma PS																				Pickens & Sanchez","Lundeen, Geoff																													Manchester, Jack																													Rebrovick, Tripp																													Rubaie, Brian																													Shook, Lindsey","Aff																																																		Aff																																																		Aff																																																		Aff																																																																							Neg"
"Nevada Las Vegas GH																				Gomez & Horn","Iowa CK																				Christophersen & Kimbrough","Antonucci, Michael																													Boor, Kanan																													Dhillon, Kiran																													Turner, John																													Vargason, Ava","Aff																																																		Aff																																																		Aff																																																		Aff																																																		Aff"
"Northwestern CE																				Callahan & Esman","Emory FG																				Forman & Gazmararian","Garrett, Lincoln																													Gliniecki, Tom																													Moczulski, Leah																													Watson, Hays																													Wunderlich, Carly","Aff																																											Neg																																																		Neg																																																		Neg																																																		Neg"
