Aff,Neg,Judging,Win
"Missouri - Kansas City HM																				Hauschildt & Mitchell","Missouri - Kansas City/Wichita State KR																			Kroger & Roy","Bonitto, Mia																													Coleman, Matt																													Gerber, Matt","Aff																																																																							Neg																																																		Neg"
