Aff,Neg,Judging,Win
"Liberty GK																				Green & Kathol","Cornell MS																				Mensah & Shi","Caston, Quanzel																													Nave, Nicole																													Weddington, Tommye","Aff																																																		Aff																																																																							Neg"
