Aff,Neg,Judging,Win
"Liberty BC																				Byram & Chiri","Vermont BL																				Brough & Lee","Denney, Ashley																													Gonzaba, Brian																													Hampton, Jyleesa																													Jackson, Jalisa																													Lattimore, D'Sarah																													Moss, Zachary																													Ruffin, Ameena																													Steiner, Rebecca																													Williams, Brittany","Neg																																																									Aff																																																		Aff																																											Neg																																																									Aff																																											Neg																																																		Neg																																																		Neg																																																		Neg"
