Aff,Neg,Judging,Win
"WaySta AW																				Anton & Williams","Samfor OR																				Oxley & Reamer","Dillard-Knox, Tiffany																													Malsin, Mikaela																													Watson, Hays","Aff																																																		Aff																																																		Aff"
"Louisv TW																				Tolbert & Wheat","Michig ML																				Mercado & Love","Evans, Brandon																													Galloway, Ryan																													Newton, Jordon","Neg																													Aff																																																		Aff"
