Aff,Neg,Judging,Win
"Kentucky HR																				Hackman & Rivas","Pittsburgh RL																				Ramanna & Lee","Crowe, Michael																													DeLong, Brian																													Meyers-Levy, Dustin","Neg																																																		Neg																													Aff"
