Aff,Neg,Judging,Win,Points/Ranks
"Minnesota FS																				Feleke & Snoddy","United States Military HM																				Hickey & Matlack","Woodruff, Austin",Neg,"28.2																					Feleke																													28.1																					Snoddy																													28.4																					Hickey																													28.3																					Matlack"
"GSUMinn HB																				Hussein & Baubonis","Wayne State AW																				Anton & Williams","Kimball, Judd",Neg,"28.1																					Hussein																													28																					Baubonis																													28.2																					Anton																													28.3																					Williams"
"Vanderbilt GK																				Gill & Kohlmaier","Georgia JH																				Herrera & Jones","Walker, Wesley",Aff,"27.3																					Gill																													27.5																					Kohlmaier																													27.1																					Jones																													27.2																					Herrera"
"Liberty BW																				Blow & Washburn","Florida CK																				Callaghan & Kizito","Bleyle, Brittney",Neg,"28																					Blow																													27.6																					Washburn																													27.7																					Callaghan																													27.9																					Kizito"
"Boston BS																				Bilak & Senthilkumar","Indiana SP																				Stuart & Perry","Jordan, Kathryn",Aff,"28.3																					Bilak																													28.4																					Senthilkumar																													28.2																					Stuart																													28																					Perry"
"James Madison CW																				Cheung & Wheeler","United States Military WH																				Wilby & Holbrook","Kuswa, Kevin",Aff,"27.9																					Cheung																													27.8																					Wheeler																													27.7																					Wilby																													27.6																					Holbrook"
"Navy PP																				Phillips & Parriott","Mary Washington DH																				Dillon & Hogan","Pollard, Tim",Neg,"28.3																					Phillips																													27.5																					Parriott																													27.9																					Dillon																													28																					Hogan"
"George Mason LG																				Lisik & Ghanem","Vanderbilt CS																				Cohon & Spingarn","Ciak, Jeff",Aff,"26.8																					Lisik																													28																					Ghanem																													27.5																					Cohon																													27																					Spingarn"
"Miami LZ																				Liu & Zhong","Clarion PS																				Pierotti & Sorenson","Marianetti, Jadon",Neg,"27																					Liu																													28.2																					Zhong																													28.4																					Pierotti																													28.5																					Sorenson"
"James Madison TC																				Cerja & Thies","Washington EP																				Elizondo & Petrone","Carlson, Clay",Neg,"28.3																					Thies																													28.4																					Cerja																													28.6																					Elizondo																													28.5																					Petrone"
"Liberty RS																				Robillard & Simmons","United States Military CW																				Collins & Watts","Paqueo, Niccolo",Aff,"28.3																					Robillard																													27.9																					Simmons																													27.8																					Collins																													27.5																					Watts"
"Liberty SC																				Crenshaw & Samuel","Florida ST																				Shukla & Talebi","Evans, Brandon",Aff,"28.3																					Samuel																													28.5																					Crenshaw																													27.5																					Shukla																													27.4																					Talebi"
"Miami AK																				Appel & Kloepper","Florida AJ																				Alexis & Jean-Baptiste","Mathis, Erik",Aff,"28.5																					Appel																													28.4																					Kloepper																													28.2																					Alexis																													28																					Jean-Baptiste"
