Aff,Neg,Judging,Win,Points/Ranks
"Wayne State IM																				Matmanivong & Ibrahim","Minnesota FK																				Fena & Kerner","Hirn, Kevin",Neg,"28.6																					Matmanivong																													28.4																					Ibrahim																													28.8																					Fena																													28.2																					Kerner"
"Michigan ZP																				Zhu & Pinsky","Indiana KT																				Kalyan & NONE","Murillo, Gabe",Aff,"28.6																					Zhu																													28.5																					Pinsky																													28.8																					Kalyan -1 NONE"
