Aff,Neg,Judging,Win
"Nevada Las Vegas FJ																				Fagan & Jones","Washington BS																				Braun & Strand","Campbell, Melanie																													Strong, Margaret																													Weil, Stephen","Neg																																																		Neg																																																		Neg"
