Aff,Neg,Judging,Win
"George Mason AR																				Ahmed & Reddy","Liberty SB																				Stewart & Barnett","Najor, Bruce																													Walters, Heather																													Young, Kelly","Aff																																																		Aff																																																		Aff"
"George Mason BT																				Biggs & Turpen","George Mason BL																				Beck & Ludwig",BYE,
"Florida SS																				Sanchez & Spicer","George Mason KL																				Kazangian & Lauer","Dabney, Amanda																													Hagwood, Ben																													Whitley, Kevin","Aff																																																		Aff																																																		Aff"
"Boston College DW																				Dewhurst & Wong","Liberty BM																				Barnett & Macumber","Buchholz, Nathan																													Milton, Nate																													Shook, Lindsey","Aff																																											Neg																																																									Aff"
