Aff,Neg,Judging,Win
"Monmouth SP																				Saenger & Patel","Nevada Las Vegas FJ																				Fagan & Jones","Steinberg, David																													Dela Cruz, Liz																													Myers, Andrew","Neg																													Aff																																																																							Neg"
