Aff,Neg,Judging,Win
"Michigan State BR																				Brown & Rodriguez","Harvard GS																				Gordon & Slavinsky","Crowe, Michael																													Najor, Bruce																													Stevenson, Ron","Neg																																																		Neg																																																		Neg"
