Aff,Neg,Judging,Win
"UMKC SW																				Schartz & Willett","Baylor RW																				Ramsey & Wilson","Beier, Ian																													Brennan, Eli																													Harris, Scott","Neg																																																		Neg																																																		Neg"
"Kansas HO																				Henry & Ottinger","WicSta WS																				Welch & Saunders","Bunas, Shae																													Michael, Joshua																													Stanley, Justin","Neg																																																		Neg																																																		Neg"
