Aff,Neg,Judging,Win
"Michigan PJ																				Pujol & Jacobs","Southern California RW																				Rosenthal & Wang","Buntin, Jeff																													Kennedy, Sean																													Sigalos, Jason","Neg																																																		Neg																																																		Neg"
