Aff,Neg,Judging,Win
"Emory WV																				Wagmo & Vadapalli","Louisv BG																				Brown & Gordon","Corrigan, Abraham																													Mader, Susan																													Stewart, Clay","Aff																																											Neg																																																									Aff"
