Aff,Neg,Judging,Win
"Illinois SH																				Shahriari & Herzing","Texas DS																				Dikeman & Sun","Brennan, Eli																													Ogbuli, Anthony																													Thoma, Austin","Neg																													Aff																																																																							Neg"
"UT Dallas BS																				Bawany & Sanchez","Concordia GR																				Gartner & Reidle","Gerber, Matt																													McFarland, Hunter																													Richey, Kate","Neg																																																									Aff																																																		Aff"
