Aff,Neg,Judging,Win
"Kansas KR																				Katz & Robinson","Kentucky BT																				Bannister & Trufanov","Dhillon, Kiran																													Lowe, Kristen																													McBride, Brian","Aff																																											Neg																																																									Aff"
"Emory FG																				Forman & Gazmararian","Northwestern CE																				Callahan & Esman","Garrett, Lincoln																													Hirn, Kevin																													McIntosh, Val","Aff																																											Neg																																																		Neg"
