Aff,Neg,Judging,Win,Points/Ranks
"Louisville Pope & Tolbert																				Pope & Tolbert","Emory WZ																				Wu & Zhou","Carley, Erin",Aff,"28																					Pope																													28.5																					Tolbert																													27																					Vemulapalli																													27.4																					Zhou"
"Vanderbilt KM																				Kohlmaier & Markovich","Florida State RR																				Rodriguez & Rossier","Barouch, Tim",Aff,"28																					Kohlmaier																													28.1																					Markovich																													27.9																					Rodriguez																													27.8																					Rossier"
"Louisville WW																				Walker & Williams","Emory Tucker & Morbeck																				Tucker & Morbeck","Vitolo, CV",Aff,"28.7																					Walker																													28.6																					Williams																													28.5																					Tucker																													28.4																					Morbeck"
"Vanderbilt DN																				Du & Newell","Georgia Herrera & Li																				Herrera & Li","Porter, Kristen",Neg,"27.1																					Du																													25																					Newell																													28																					Herrera																													28.5																					Li"
"Georgia State CW																				Croitoru & Williams","Florida State HS																				Hartwig & Schulster","Herndon, James",Aff,"28.4																					Croitoru																													28.3																					Williams																													28.1																					Hartwig																													28.2																					Schulster"
"Florida Callaghan & Kizito																				Callaghan & Kizito","Emory Gross & Nelson																				Gross & Nelson","Stewart, Clay",Aff,"28.4																					Callaghan																													28.5																					Kizito																													28.1																					Gross																													28.2																					Nelson"
"Vanderbilt/Samford RN																				Remiker & Nikont","Georgia Hoover & Henderson																				Hoover & Henderson","Merritt, Candice",Neg,"27.5																					Remiker																													27.4																					Nikont																													28.3																					Hoover																													28.4																					Henderson"
"Georgia State Flint & Nails																				Flint & Nails","Georgia Mokhemar & Yonter																				Mokhemar & Yonter","Bagwell, Dan",Aff,"28.4																					Flint																													28.5																					Nails																													28.2																					Mokhemar																													28.3																					Yonter"
"Vanderbilt CK																				Carey & Kunte","Georgia Mahajan & Hines																				Mahajan & Hines","Donnenfeld, Lauren",Neg,"27.8																					Carey																													27.6																					Kunte																													29																					Mahajan																													28.3																					Hines"
"Georgia State De La Huerta & Hussein																				De La Huerta & Hussein","Emory Baker & Yamout																				Baker & Yamout","Steiner, Rebecca",Neg,"28.3																					De La Huerta																													28.4																					Hussein																													28.5																					Baker																													28.7																					Yamout"
"Florida Allums & Scolaro																				Allums & Scolaro","Georgia Hackman & Marshall																				Hackman & Marshall","Mader, Susan",Neg,"28.1																					Allums																													28.5																					Scolaro																													28.8																					Hackman																													28.4																					Marshall"
