Aff,Neg,Judging,Win
"Kentucky GN																				Grasse & Noparstak","Michigan MK																				Morgan & Krakoff","Green, Justin																													Herndon, James																													Kennedy, Patrick																													Langr, Maddie																													Malsin, Mikaela","Aff																																																		Aff																																																		Aff																																																																							Neg																													Aff"
"Wake Forest AS																				Athanasopoulos & Sugino","Harvard HS																				Herman & Sanjeev","Hester, Michael																													Hirn, Kevin																													Regnier, Jason","Neg																																																		Neg																																																		Neg"
