Aff,Neg,Judging,Win
"UT Dallas BS																				Bawany & Sanchez","Wichita State SW																				S & Wedel","Brower, Brenden																													Reichle, Matt																													Stout, Daniel","Neg																													Aff																																																		Aff"
"Emporia State LS																				Lord & Simpson","UT San Antonio WW																				Weathersby & Woeppel","O'Donnell, Nick																													Sehgal, Dhruv																													Sternhagen, Fred","Neg																																																		Neg																																																		Neg"
