Aff,Neg,Judging,Win
"Nevada Las Vegas FT																				Frazee & Thymianos","Weber State FJ																				frederick & Johnson","Thomas, Troi																													Smith, Jesse																													Stout, Daniel","Aff																																																																							Neg																													Aff"
