Aff,Neg,Judging,Win
"Emory KL																				Klarman & Lowe","Harvard DH																				Dimitrijevic & Herman","Cram, Travis																													Cram Helwich, David																													DeLong, Brian																													McCleary, Patrick																													Roark, Collin																													Shook, Lindsey																													Stevenson, Ronald","Neg																																																		Neg																																																		Neg																																																		Neg																																																									Aff																																											Neg																																																		Neg"
"Oklahoma AC																				Ard & Chiles","Oklahoma CY																				Cherry & Yahom",BYE,
"Michigan AP																				Allen & Pappas","George Mason KL																				Kwon & Lastovica","Campbell, Melanie																													Hall, Sherry																													Lee, Edward																													Strauss, David																													Young, Kelly","Aff																																																		Aff																																																		Aff																																											Neg																																																									Aff"
"Kentucky GV																				Geldof & Vargason","Northwestern MV																				Miles & Vellayappan","Arsht, Andrew																													Herndon, James																													Kann, Sharon																													Phillips, Scott																													Watson, Hays","Neg																																																		Neg																																																		Neg																																																		Neg																																																		Neg"
"California, Berkeley WS																				Wimsatt & Sergent-Leventhal","Kentucky GN																				Grasse & Noparstak","Fifelski, Kurt																													Fisher, Matt																													Gliniecki, Tom																													Lee, Peyton																													Spies, Stephanie","Aff																																																																							Neg																													Aff																																																																							Neg																													Aff"
"Emory KS																				Karthikeyan & Sigalos","Minnesota CE																				Crunkilton & Ehrlich","Box, Brian																													Deming, Kyle																													Foley, Jordan																													Gramzinski, Logan																													Harrigan, Casey","Aff																																											Neg																																																		Neg																																																									Aff																																											Neg"
"Michigan State ST																				Strong & Thur","Georgetown LM																				Louvis & McCoy","Clark, Joshua																													Feldman, Jonah																													Green, Justin																													Lundberg, Chris																													Short, Eric","Aff																																																		Aff																																																		Aff																																																		Aff																																																		Aff"
"Harvard BS																				Bolman & Suo","Towson TW																				Thomas & Whitley","Giglio, Giglio																													Holguin, Alex																													Russell, Jason																													Sciullo, Nick																													Tomik, Keegan","Aff																																																																							Neg																													Aff																																																		Aff																																																		Aff"
