Aff,Neg,Judging,Win
"West Virginia AB																				Asch & Berecin","Minnesota JW																				Johnson & Welborn","Edwards, Meagan																													Hagwood, Ben																													Susko, Peter","Neg																																																		Neg																																																		Neg"
