Aff,Neg,Judging,Win
"United States Military SJ																				Sweatt & Jolokhava","Binghamton DM																				Diaz & McFarlane","Bonsol, Cedric																													Mullins, Stephen																													Yahom, Jefferson","Aff																																											Neg																																																		Neg"
