Aff,Neg,Judging,Win
"Wayne State CH																				Curtiss & Husic","Pittsburgh CR																				Cusick & Ramanna","Cram Helwich, David																													Rumbaugh, Wes																													Watson, Hays","Neg																																																		Neg																																																		Neg"
"Georgia AR																				Agrawal & Ramanan","Cornell KR																				Knight & Rooney","Carlson, Clay																													Dailey, Colin																													Woodward, David Michael","Neg																																																		Neg																													Aff"
"Pittsburgh DL																				Denison & Levinson","Minnesota AL																				Asirvatham & Leburu","Green, Justin																													Najor, Bruce																													Stevenson, Ron","Neg																																																		Neg																																																		Neg"
"Georgia RS																				Rice & Stupek","Wake Forest GE																				geraghty & Estrada","Hall, Michael																													Hall, Heather																													Pacheco, Thomas","Aff																																																		Aff																																																		Aff"
