Aff,Neg,Judging,Win
"Northwestern MV																				Miles & Vellayappan","Michigan AP																				Allen & Pappas","Gannon, Seth																													Herndon, James																													Johnson, Paul																													Repko, William																													Turner, John","Aff																																																																							Neg																																																		Neg																													Aff																																																		Aff"
