Aff,Neg,Judging,Win
"Oklahoma SP																				Sanchez & Pickens","Oklahoma PS																				Plange & Sebunya",BYE,
"Nevada Las Vegas KA																				Kezios & Aguilar","Weber State GT																				Gaither & Tippets","Leeson-Schatz, Joe																													DiPiazza, Philip																													Weitz, Mike","Neg																																																		Neg																													Aff"
