Aff,Neg,Judging,Win
"Oklahoma SC																				Stack-Nelson & Crawford","Liberty OR																				Omala & Robinson","Rubino, Kathryn																													Fowle, John																													Patrice, Joe","Neg																																																		Neg																																																		Neg"
