Aff,Neg,Judging,Win,Points/Ranks
"Nevada Las Vegas NV																				Nordberg & Vo","City College of San Francisco GO																				Guardado & Overbeck","Scher, Adam",Neg,"27.3																					Nordberg																													27.4																					Vo																													27.1																					Guardado																													27.2																					Overbeck"
"Arizona State QV																				Quint & Vinson","Weber State EM																				Elizarraraz & Medina","Baker, Will",Aff,"27.7																					Quint																													27.1																					Vinson																													27.4																					Elizarraraz																													27.3																					Medina"
"UT Dallas KS																				Kapoor & Smalley","Puget Sound FG																				Frank & Gerard","Bato, Christian",Aff,"28.2																					Kapoor																													28.3																					Smalley																													28																					Frank																													28.1																					Gerard"
"San Francisco State VL																				Villa & Le","Wyoming MW																				Meeks & Worley","Anderson, Jared",Aff,"28																					Villa																													28.1																					Le																													27.5																					Meeks																													27.6																					Worley"
"CSU Northridge AB																				Aceves & Barbalace","Oklahoma WP																				Witman & Pruitt","Dunn, Izak",Aff,"27.7																					Aceves																													28																					Barbalace																													27.9																					Witman																													27.8																					Pruitt"
"Central Oklahoma AW																				Alonzo & Watson","Kansas City Kansas CC UW																				Unruh & Willett","Moss, Zachary",Neg,"27.8																					Alonzo																													28																					Watson																													28.1																					Unruh																													28.2																					Willett"
"Utah State University Eastern LR																				Leon & Rawle","Sacramento State PK																				Perry & Khan","Zaikowski, Jonathan",Aff,"28.2																					Leon																													28.4																					Rawle																													28.1																					Perry																													28.3																					Khan"
"Oklahoma CS																				Crawford & Stack-Nelson","Arizona State DR																				Duan & Redman","Jackson, Jalisa",Aff,"29.3																					Crawford																													29.4																					Stack-Nelson																													28.5																					Duan																													28.6																					Redman"
"Southwestern College LS																				Lopez & Stylez","San Francisco State HP																				Held & Perez","Abbasi, Calvin",Neg,"26.5																					Lopez																													27																					Stylez																													29																					Held																													28.5																					Perez"
