Aff,Neg,Judging,Win
"Johnson County Community EC																				Esfandiary & Coble","Missouri State KS																				King & Stillman","Jackson, Jalisa																													Bajorek, Benton																													Reichle, Matt","Aff																																											Neg																																																									Aff"
