Aff,Neg,Judging,Win
"Liberty CH																				Carson & Hamilton","George Mason BB																				Blanton & Boyle","Leeson-Schatz, Joe																													Buttgereit, Thomas																													Leonardi, Chris","Neg																																																									Aff																																											Neg"
