Aff,Neg,Judging,Win
"Liberty RS																				Robillard & Simmons","Wayne State AW																				Anton & Williams","Bleyle, Brittney																													Kuswa, Kevin																													Young, Mariah","Neg																																																		Neg																																																		Neg"
"James Madison TC																				Cerja & Thies","George Mason LG																				Lisik & Ghanem","Hall, Heather																													Kimball, Judd																													Waldinger, Patrick","Neg																																																		Neg																																																		Neg"
"Washington EP																				Elizondo & Petrone","Liberty SC																				Crenshaw & Samuel","Ciak, Jeff																													Johnson, Taylor																													Meloche, Brad","Aff																																											Neg																																																		Neg"
"Vanderbilt GK																				Gill & Kohlmaier","Boston BS																				Bilak & Senthilkumar","Keller, Maria																													Murray, Lindsey																													Najor, Bruce","Neg																																																		Neg																													Aff"
