Aff,Neg,Judging,Win
"Wake Forest ET																				Estrada & Tomasi","James Madison MC																				Miller & Cooper","Edwards, Meagan																													Holguin, Alex																													Landrum, Andrew","Neg																																																		Neg																																																									Aff"
