Aff,Neg,Judging,Win,Points/Ranks,Ranks
"Southern Methodist Fitussi & Bolden																				Fitussi & Bolden","Illinois Pecher & Herzing																				Pecher & Herzing","Poapst, Jackie",Neg,"4											27.8																					Fitussi																																								 3											27.9																					Bolden																																								 2											28																					Pecher																																								 1											28.1																					Herzing",
"Southern Methodist Boyd & Madathil																				Boyd & Madathil","Illinois Hills & Phillips																				Hills & Phillips","Keller, David",Neg,"4											28.6																					Boyd																																								 3											28.7																					Madathil																																								 1											29.2																					Hills																																								 2											29.1																					Phillips",
"Johnson County Community Choong & Keil																				Choong & Keil","Illinois Shahriari & Henderson																				Shahriari & Henderson","Mapes, Megan",Aff,"1											28																					Choong																																								 2											27.9																					Keil																																								 3											27.8																					Shahriari																																								 4											27.7																					Henderson",
