Aff,Neg,Judging,Win
"UC Berkeley SW																				Sergent-Leventhal & Wimsatt","Michigan State TS																				Strong & Thur","Buntin, Jeff																													DeLong, Brian																													Malsin, Mikaela","Aff																																																																							Neg																													Aff"
