Aff,Neg,Judging,Win
"Kansas City Kansas CC SO																				Swetz & O'Connor","UT Dallas BS																				Bawany & Sanchez","Brennan, Eli																													Keller, David																													Russell, Jason","Aff																																											Neg																																																									Aff"
