Aff,Neg,Judging,Win
"Kansas City Kansas CC UW																				Unruh & Willett","Emporia State RY																				Rickard & Young","Murray, Tyler																													Bunas, Shae																													Walters, Heather","Aff																																											Neg																																																									Aff"
