Aff,Neg,Judging,Win
"Kansas FM																				Fry & Massa","Missouri - Kansas City JS																				Jutt & Scott","Loehr, Jacob																													McFarland, Hunter																													Munday, Matt","Aff																																																		Aff																																											Neg"
