Aff,Neg,Judging,Win
"Cornell KR																				Knight & Rooney","Wichita State SO																				Saunders & O'Donnell","Brennan, Eli																													Moore, Matthew																													Ogbuli, Anthony","Aff																																											Neg																																																									Aff"
