Aff,Neg,Judging,Win,Points/Ranks
"George Mason BL																				Biggs & Ludwig","Georgia GW																				Gollner & Weintraub","Zemel, Quinn",Neg,"28.2																					Biggs																													27.9																					Ludwig																													28.4																					Gollner																													28.6																					Weintraub"
"Vanderbilt JR																				James & Remiker","Samford DW																				Davenport & Windus","Poapst, Jackie",Neg,"28.1																					James																													28.2																					Remiker																													28.5																					Davenport																													28.6																					Windus"
"Florida AM																				Alexis & McNamara","Liberty BS																				Barnett & Stewart","Sciullo, Nick J.",Aff,"28.5																					Alexis																													27.9																					McNamara																													27.8																					Barnett																													28.2																					Stewart"
"Liberty BM																				Barnett & Macumber","Georgia LY																				Leach & Yang","Ortiz, Kate",Aff,"28																					Barnett																													29.5																					Macumber																													27																					Leach																													27.5																					Yang"
"George Mason AT																				Ahmed & Turpen","Liberty AA																				Allison & Alvord","Ard, Marquis",Neg,"29.3																					Ahmed																													28.6																					Turpen																													28.8																					Allison																													29																					Alvord"
"Missouri State AK																				Allgood & King","Liberty GK																				Green & Kathol","Gannon, Pablo",Neg,"28																					Allgood																													27.9																					King																													28.4																					Green																													28.3																					Kathol"
"Central Florida MB																				Manoogian & Bolger","Liberty DG																				Donley & Grimes","Weathers, Aaron",Aff,"27.7																					Manoogian																													27.8																					Bolger																													27.6																					Donley																													27.5																					Grimes"
"Navy GY																				German & Yu","Liberty MR																				Meinerding & Rich","Donnenfeld, Lauren",Neg,"28.4																					German																													28.3																					Yu																													28.2																					Meinerding																													28																					Rich"
"George Mason RZ																				Reddy & Zhao","Liberty GH																				Grant & Hoffman","Meyers-Levy, Dustin",Aff,"28.4																					Reddy																													28.7																					Zhao																													28.3																					Grant																													28																					Hoffman"
"Vanderbilt KN																				Kunte & Newell","Samford AW																				Aubrey & Willingham","Fan, Derick",Aff,"27.6																					Kunte																													27.8																					Newell																													27.7																					Aubrey																													27.5																					Willingham"
"Florida SS																				Sanchez & Spicer","Navy GL																				Gutierrez & Lewis","Jackson, Claire",Aff,"28.1																					Sanchez																													28.4																					Spicer																													28.2																					Gutierrez																													28.3																					Lewis"
"Navy PA																				Psichas & Amodeo","Houston NP																				Navarrete & Philip","Leonard, Rashard",Neg,"27.9																					Psichas																													27.8																					Amodeo																													29.2																					Navarrete																													29.3																					Philip"
