Aff,Neg,Judging,Win
"Cornell MV																				Mensah & Van Buren","UT Dallas BS																				Bawany & Sanchez","Brennan, Eli																													Maurer, Samuel																													Robb, Dylan","Aff																																																																							Neg																																																		Neg"
