Aff,Neg,Judging,Win
"George Mason HO																				Howley & Oliver","Minnesota JK																				Jamal & Kostelny","Crane, Leonora																													Hagwood, Ben																													Johnson, Korey","Aff																																																		Aff																																											Neg"
"Mary Washington CL																				Coon & Lewis","James Madison CT																				Conroy & Thies","Cram Helwich, David																													Hall, Michael																													Ryan, Nick","Aff																																																		Aff																																																		Aff"
