Aff,Neg,Judging,Win
"Georgetown BK																				Bernstein & Knez","Kansas KR																				Katz & Robinson","Bolman, Brad																													Fifelski, Kurt																													Hiland, Al																													Hirn, Kevin																													Klarman, Brian																													Krakoff, Joe																													Shook, Lindsey","Neg																																																									Aff																																											Neg																																																									Aff																																																		Aff																																											Neg																																																		Neg"
