Aff,Neg,Judging,Win,Points/Ranks
"George Mason ZS																				Zafar & Silva","Mary Washington BW																				Bernard & Williams","Crenshaw, Michael",Neg,"27																					Zafar																													27.1																					Silva																													27.6																					Bernard																													27.9																					Williams"
"George Mason WS																				Ward & Saverio","Miami LP																				Li & Pu","Milton, Nate",Neg,"27.9																					Ward																													27.8																					Saverio																													28																					Li																													28.1																					Pu"
"George Mason LB																				Biggs & Ludwig","Miami KK																				Kardys & Kozloski","Tews, Richard",Aff,"28.4																					Ludwig																													28.3																					Biggs																													28																					Kardys																													28.2																					Kozloski"
"George Mason GR																				Guzman & Reddy","Liberty AB																				Allison & Barnett","Miller, Ellie",Aff,"28.3																					Guzman																													28.4																					Reddy																													28.1																					Allison																													28.2																					Barnett"
"Liberty BM																				Barnett & Macumber","Navy PY																				Psichas & Yu","Johnson, Taylor",Neg,"27.7																					Barnett																													27.9																					Macumber																													28																					Psichas																													27.6																					Yu"
"Liberty GS																				Grimes & Stewart","George Mason ZA																				Zhao & Alvarez","Langr, Maddie",Aff,"28.8																					Grimes																													28.9																					Stewart																													28.7																					Zhao																													28.6																					Alvarez"
"Washington/Minnesota YK																				Yang & Kowal","Wake Forest AY																				Autlwetse & Ye","McCleary, Patrick",Aff,"28.6																					Yang																													28.9																					Kowal																													29																					Autlwetse																													28.2																					Ye"
"Boston College CO																				Champagne & Ottum","James Madison BL																				Besecky & Lee","Lastovica, Kyle",Aff,"27.9																					Champagne																													28.1																					Ottum																													27.6																					Besecky																													27.7																					Lee"
"George Mason KK																				Kim & Kazangian","Liberty PE																				Parish & Emile","Revelins, Armands",Neg,"28.3																					Kazangian																													28.4																					Kim																													28.7																					Parish																													28.5																					Emile"
"Washington BS																				Braun & Strand","George Mason VM																				Velez & Morrison","Wullschleger, Austin",Neg,"27.8																					Braun																													28																					Strand																													28.1																					Velez																													27.9																					Morrison"
"George Mason LA																				Lauer & Ahmed","Liberty AG																				Alvord & Green","Perez, Samantha",Neg,"28.8																					Lauer																													28.7																					Ahmed																													29.1																					Alvord																													29																					Green"
"Navy SG																				Swain & German","George Mason TB																				Troxel & Beck","Landrum, Andrew",Neg,"27.5																					Swain																													27.7																					German																													27.6																					Troxel																													27.8																					Beck"
