Aff,Neg,Judging,Win
"NYU JL																				Johnwell & Lloyd","Florid CS																				Callaghan & Scolaro","Brown, Whitney																													Shook, Lindsey																													Weddington, Tommye","Neg																													Aff																																																																							Neg"
