Aff,Neg,Judging,Win
"Kansas LW																				Lipka & Wefald","Texas SP																				Segura & Pabst","montee, andy																													Revelins, Armands																													Stannard, Matt","Neg																																																									Aff																																											Neg"
"Kansas FK																				Fry & Katz","Wyoming CH																				Culver & Henman","Cole, Riley																													Munday, Matt																													Walters, Heather","Aff																																																		Aff																																																		Aff"
"Missouri - Kansas City KS																				Kroger & Scott","Wichita State SO																				Saunders & O'Donnell","Chase, Allie																													Denney, Ashley																													Schauer, Courtney","Neg																																																		Neg																																																		Neg"
"Cornell KR																				Knight & Rooney","Missouri - Kansas City SM																				Schartz & Mitchell","DiPiazza, Philip																													Hampton, Jyleesa																													Stout, Daniel","Aff																																																		Aff																																																		Aff"
"Missouri State BR																				Brower & Russo","UT Dallas AR																				Agarwala & Rizvi","Carey, Chris																													Eisenstadt, Michael																													Tews, Richard","Neg																																																		Neg																													Aff"
"Kansas SW																				Schrag & Woodcock","Northern Iowa KM																				Kuiper & Miller","McFarland, Hunter																													Sternhagen, Fred																													Stroud, Micheal","Neg																																																		Neg																																																		Neg"
"Central Oklahoma CM																				Colen & Moore","Kansas CH																				Crater & Henry","Loehr, Jacob																													Loghry, Chris																													Ogbuli, Anthony","Aff																																																		Aff																																											Neg"
"Wichita State CW																				Crane & Welch","UT Dallas BJ																				Becker & Johnson","Harris, Scott																													Mapes, Megan																													Moore, Matthew","Aff																																																		Aff																																																		Aff"
