Aff,Neg,Judging,Win
"James Madison CD																				Conroy & Deihl","Mary Washington CL																				Coon & Lewis","Herndon, Scott																													Katsulas, John																													Tews, Richard","Aff																																																		Aff																																											Neg"
"Wake Forest NW																				Nys & Williams","UT Dallas BJ																				Becker & Johnson","Lastovica, Kyle																													McCleary, Patrick																													Poapst, Jackie","Aff																																																		Aff																																																		Aff"
