Aff,Neg,Judging,Win
"Concordia College DR																				Depass & Robinson","Wichita State CW																				Crane & Welch","Goh, Hunter																													Bajorek, Benton																													Stutzman, Jacob","Neg																																																		Neg																																																									Aff"
